overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,5,True,"11 26, 2011",A2T17THK3IIKLC,B00000J1UB,,chingdaotze,"I purchased this keyboard adapter in order to use an old Hi-Tek RT-101+ DIN-5 PC-XT/AT keyboard with ""space invader"" style keys (gotta love them clickies!)  However, when I plugged the keyboard in and booted my PC, POST displayed an error message: ""Keyboard/Interface error"" ""press F1 to continue"".  I proceeded to troubleshoot using the various PS/2 to USB adapters that I had while wondering if I had received a defective product or if my keyboard was broken.  It turns out that there was a switch on the underside of my keyboard that lets it operate in either PC-XT mode or AT mode.  I flipped the switch to AT mode, and my computer was able to finish POST.

All-in-all great product, but the setup required a little bit of research.  I hope this helps someone!","Great keyboard adapter, but not-so-easy setup",1322265600,
5.0,4,False,"08 20, 2011",A2NB2E5DXE319Z,B00000J1UB,,S. Lionel,"My favorite uncle, now in his 90s, hangs on to an old 386 PC running DOS even after I bought him a new PC.  He uses both.  But he has also hung on to old keyboards he loves, including a pair of keyboards so old that they have the old PC/AT style keyboard connector.  He wanted to use one of them with his new PC that has USB inputs only (I had previously bought him a PS/2 keyboard to USB adapter so he could use his *other* beloved, only slightly newer, keyboard.)  He called me asking if I could find a way to get his old ""big round plug"" keyboard with the new PC.

This Belkin F2N017 adapter was just what he needed (combined with the aforementioned PS/2-USB adapter).  I had it sent to him and he called me a few days later, with delight, saying that the adapter worked perfectly, adding that he was astonished anyone still made components for devices as old as he was using.",Simple but does the job,1313798400,
5.0,,True,"07 24, 2017",A3IOJ6VI1EIQRJ,B00000J1TM,,GTDrone,Nice Propss i love them !,Nice Propss i love them !,1500854400,
5.0,,True,"01 14, 2010",A2KWQ3YQ5C3SPD,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",M. Fernandes,"I use this cable in conjunction with a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Belkin-USB-2-0-4-Port-Ultra-Mini-Hub/dp/B000Q8UAWY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Belkin USB 2.0 4-Port Ultra Mini Hub </a>&nbsp;and all my USB peripherals work (mouse, self-powered external Seagate hard drive, HP printer) as expected. Of course you can't *power* devices through an extension cable and hub so I don't connect my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Western-Digital-My-Passport-Essential/dp/B001F9LY14/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Western Digital My Passport Essential</a>&nbsp;through it.

Note that the product states that using USB extension cables past a certain length may result is problems using your peripherals that aren't designed to be used with very long cables so you use according to your own risks, but as I said before I haven't had any problems.",Belkin does not disappoint,1263427200,
5.0,2,True,"01 12, 2010",A2CCHCGJY0IR9F,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Cris Matthews,"Since I'm functionally illiterate in computer tech, it took a while to find the cable 'extension cord' I needed to relocate my Canon MF 4150 printer.

With enough length to snake around the back of a 3-foot wide bookcase and across a desk, the 10-foot cable allowed an easy move.  There's even room for relocating further from the PC. Nice!

The connection was easily made and performance is seamless. Never a glitch or interruption.

To reiterate some of the other reviewers' point: This is an EXTENSION cable, akin to an extension cord. Unlike an extension cord, however, length matters. Be sure you've chosen the proper footage for your application.

On a final note, the price is exceptional. Lesser quality extension cables (if you can find 'em) at brick and mortar retailers are ridiculously overpriced.

This Belkin product helps efficiently utilize space in my small home office.  In my non-tech opinion, this extension cable is just perfect.",Just Perfect,1263254400,
2.0,,True,"11 14, 2009",A82GSLDQSS3BL,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Paul,"I intended to get a shorter cable, something more like 6"" but I wasn't really paying attention when I went and bought this one.  I wanted to buy it so I could use it for my iphone because the charger cable is so ridiculously short.  It works for this, kinda, but read on for more information.

The cable is mostly unexceptional.  It's grey and has a plastic jacket.  The cable itself seems a bit thin, but then USB is only 4 conductors.  The ends are sorta thick and durable feeling, so I guess that's a plus.  The connector shields were tin with gold pins.  The shield material doesn't matter, though, since that's not even electrically connected to anything.

Now, for this cable to actually work, you'll quite likely need some kind of powered hub that can handle the extra impedance.  My computer's onboard USB could not.  I tried it with an external DVD drive (Though that may have worked if I used the external power supply.) and my iphone.  The DVD drive would just spin up a bit, then die and reset, over and over again.  The drive was never accessible to the operating system.  The iphone just gave an error about how it couldn't charge from that device or something like that.  The iphone did, however, accept it when I plugged it in to the little AC adapter thingy.

I didn't do any extensive testing with it, and it really does sorta work for what I needed it for, but this is just a warning: use a powered hub!","Honestly, I bought the wrong thing.",1258156800,
4.0,2,True,"10 22, 2009",AV5UHOOAXF5FN,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",N,"Sometimes you might wonder, ""you know, the USB cable that came with this cell phone/controller/hard drive/other things is not long enough; I could something to extend its reach.""  I know where you are coming from, and I figured you would consider something like this.  Here, I bought one; here's my take on things.

The cable came in a plastic bubble, tightly coiled around to fit in as small a plastic bubble as it possibly can.  The color is a little darker than you would see in the picture, but then you are not buying this because it looks pretty.  And it might look darker due to my room lighting.

The build quality looks quite good.  While it does not have anything fancy like a woven sleeve or built-in LED, it feels as though it can handle years of service.  You can see, though, that the female side of the cable is not very protected; in fact, it looks like a mutated male part.  It is sturdy as well, trust me, but it would have been better if it were protected by the plastic that surrounded the lower part of the connector.  It might accumulate more debris and dirt than it would otherwise, but I have not used this long enough to go through such an endeavor and live to tell the tale.

It works marvelously in conjunction with shorter cables.  I had a six-inch-long A to Mini B cable, which worked very well.  I also had a 3-foot cable of the same kind, so I tried that--but the cable did not let the signal go through.  There is a label on one end of the cable: ""Caution-do not exceed ten feet of total cable distance on low-speed device or sixteen feet on high speed devices.""  This was USB 2.0 hard drive--a high speed device.  Sixteen feet was maximum length allowed, and this cable itself is 10 feet long, so any moderately long cable is going to strain the signal that tries to go to and from the device.

It is a great product, but it puts a lot of the cables suddenly to the edge of usability.  I would recommend its use with shorter (3 feet and under) USB cables.  Otherwise, you might be better off getting a shorter extension cable, or an active USB cable like&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Tripp-Lite-U026-016-USB2-0-16-Feet-Certified-Active-Extension-Cable/dp/B0002D6QJO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Tripp Lite U026-016 USB2.0 16-Feet Certified Active Extension Cable</a>.","Works, but beware",1256169600,
5.0,,True,"09 15, 2009",A36ETJ4I1FEG6J,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Murilo Ribeiro,"The cable itself is good, looks durable and works fine.
The only thing I don't like is the color. It's kind of gray, so it looks old.","Works fine, looks old (strange grey color)",1252972800,
5.0,,True,"06 15, 2009",A3OIWS68ZT2OU0,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",DapmanX,"I bought this product a few weeks ago to use for my keyboard. I considered getting a wireless keyboard, but soon realized that this is less expensive and will fulfill the same purpose. I've read some of the 1 star reviews where people complain about this being a USB 1.1 and all that. I'm not sure i found any misleading information under the prouct description. I use this extension cable to connect my keyboard to my XBOX 360, Laptop and PS3 all for convenience, and it works for all three systems. Can't really knock the product after that....",Fulfills its Purpose...,1245024000,
5.0,,True,"06 8, 2009",A2QBQ1WLHTYDFC,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Larry C,"You can always count on Belkin products. This one does the job for me.
I needed to extend my keyboard for a more comfortable position....",What I was looking for,1244419200,
5.0,,True,"06 4, 2009",ACDMPQT4R8YOY,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Elbie on the Left Coast,"With this usb extension cable, I don't have to climb all over the furniture to get at the usb port behind the tv. I know, I'm lazy but then again, ""fill a need-make money"".",Good cable for a lazy person,1244073600,
1.0,6,True,"04 15, 2009",A1CSFRO37ZRVTW,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",C. Owenby,"My Flip Video Ultra Series Camcorder wouldn't connect using this cable.  I purchased a Flip Video Ultra Series Camcorder along with this Belkin F3U134-10 USB Extension Cable.  My computer (Dell running XP Pro) wouldn't recognize the USB device (Flip Ultra) using this cable.  The Flip connected immediately when plugged directly into the USB port.
Belkin is a reputable supplier but this cable got just 1 star for my application.",Flip Video Ultra Series Camcorder wouldn't connect...,1239753600,
3.0,,True,"04 7, 2009",A2QGPKUCZ60X24,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",David R. Ozouf,Product worked well for my needs. The price I paid was very good compared to a retail store. Shipping was on time. Packaged very well. Good by for the money.,USB cables,1239062400,
5.0,,True,"03 27, 2009",AIKMJBX0P9Z9D,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Lance A. Hobday,"Inexpensive compared to cables at Best Buy.
Does exactly what it is supposed to do!",Works like a charm,1238112000,
5.0,,True,"07 15, 2017",A1UTXMZ4SQYTMS,B00000J1TM,,SAN2RXE,Exact fit  works just like the OEM parts,Almost like the original parts at a great price,1500076800,
4.0,,True,"07 11, 2017",A3MEWJ0HJY87E,B00000J1TM,,Ecce Homo,"I am almost non-ambulatory after a bad back surgery in my 20's and a car accident that crushed multiple vertebrae a year later.
I use these bands to exercise on the couch using a cycling, rowing or curling motion while on my back.  They work well for resistance training.

Good for the couch potato.

I use the 30lb bands and add more bands as required.",Good quality resistance bands.,1499731200,
5.0,,True,"03 13, 2009",AJYUBNNF4BGXD,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",dlmarshall,"My computer at work has the USB ports on the front of the tower, right in the way to be bumped by my chair any time I get up. Before I got the job, two separate flash drives were bent by the ""rolling chair""--one of them has the only copy of the department's web site on it. I feared being the one to totally destroy the drive. This extension cable has been the answer to my fears! I can now plug my flash drive in on my desk, and no longer worry about bumping into it.",Saved my flash drive,1236902400,
5.0,,False,"02 14, 2009",A3VCOKMQOCUNGX,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Kiley Phillips,I ordered the USB extension cable so I could use a USB headset for PS3.  This works perfectly with no distortion or static.  Very good price (Radio Shack = $30.00!),Good quality cable,1234569600,
5.0,,True,"01 10, 2009",A2YK7P52PTIXC1,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Joe K.,This item works as advertised.  No problems with it - worth the purchase price. :-),Works great,1231545600,
5.0,,True,"12 14, 2008",A1TT167N28J95A,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Karen C. Klennert,I have always had good service and good mail time through Amazon.  I needed this cable and they had it.  thanks,Cable,1229212800,
5.0,,True,"12 12, 2008",AV71FH93VN42I,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",T. Atchak,"There's nothing I could really say about this product, but I works as it's suppose to. I'd recommend it to anyone out there that needs an extension for their USB.",It's Good-,1229040000,
5.0,,True,"06 30, 2017",AO8BGE4FTADMV,B00000J1TM,,Eyal Aharon,"This set of bands are just what I needed for my daily workout. I love the colors and the feel of the material. It looks and feels expensive and durable.
The carrying bag it also very handy and I can easily fit all of them inside.
Great product for a good price",I love the colors and the feel of the bands,1498780800,"['https://images-na.ssl-images-amazon.com/images/I/81OWCXIvSKL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81hsIJaXU6L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/816eQlrCE+L._SY88.jpg']"
5.0,,True,"06 28, 2017",A1QL9DPRLN3SUY,B00000J1TM,,Wally Wagner,My dog loves these Dingo Chicken strips.  As long as they NEVER source product from outside the U.S. I'm good with it.,I'm good with it,1498608000,
4.0,,True,"12 12, 2008",A3LBM407KAAE9M,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",S. Grubb,"This product is very useful to extend existing cables (to a printer, etc.)  It's just what I needed to move my printer across the office.",USB extenders,1229040000,
5.0,,True,"11 23, 2008",AGS5OEWHBHLJI,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Gem,"This cable works.  Period.  Haven't had it long, but big surprise . . . chances are, whatever you pay on amazon will be a lot less than your local retailer.",Works properly,1227398400,
5.0,,True,"10 3, 2008",A3MXYE2LUQ523F,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",N. Raghavendran,A 2 meter USB extension cable for this price from a reputed maker is a surprise. Works well.,USB extension cable.,1222992000,
4.0,,False,"08 26, 2008",A35D2D86EQXZ6O,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Jared,I had been looking in office supply stores for this item but they all seemed to sell it at a much higher cost ($14.95-$20.95).  This is exactly what I was looking for and the price was hard to believe!,Perfect!,1219708800,
5.0,,True,"08 18, 2008",AUXGETYE86593,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",S. Bernard,"What else can I say? it works and its worth the money. I trust Belkin, they make great products",Works like it should,1219017600,
5.0,,True,"08 16, 2008",AHFEONGV7UFPX,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Online Buyer,The Belkin cables are well made.  I've found them consistently solid in all that I've purchased from them.,Belkin has always been reliable for me,1218844800,
5.0,,True,"06 30, 2008",A2154AZUS51X7Q,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",N. Roberts,Not much to say about a USB extension cable.  I plugged my USB hub into it and even though the cable that connected the hub made the total run more than the maximum allowed 10 ft the connection still worked.,Works just fine,1214784000,
5.0,,True,"06 23, 2017",ANMVS5MPRTIX9,B00000J1TM,,Stacy,worked great and even better then ones that came with Grill,Five Stars,1498176000,
5.0,,True,"08 6, 2012",A1IDWUYX4QXTUE,B00000J1UY,,Leslie,"When I rearranged my office I discovered the power cord from my computer monitor would no long reach my battery backup. An extension cord was needed. I have used Belkin products before and have always been satisfied so I didn't hesitate to order this online. I received it in only a few days and it worked perfectly. The plug ends fit snuggly and the picture on the monitor is as good as it was before I added the extension cord. And at a great price, too.",Perfect! Great product at a great price,1344211200,
5.0,,True,"10 25, 2011",A1N8FRMRYUHHV0,B00000J1UY,,Troy H,"Some Belkin branded products are overpriced imho but this Cable in particular is a steal.

Hard to find in stores and if you do find it expect to pay 2-3 times the price.",Solid cable should last a lifetime,1319500800,
5.0,,True,"09 14, 2011",A3PPLH5DL6DHN7,B00000J1UY,,G. Coley,Simple need and this product delivered.  Great quality too and very heavy duty.  Connections are solid with no worry of accidental disconnect.,Great Quality and performance,1315958400,
5.0,,True,"06 11, 2008",ASCRBSK5RD33H,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Melba R. Ray,"This is a great accessory to use with a webcam on a Laptop computer.  My webcam would not attach and sit securely atop my laptop screen that I use. Because of this I had to position it on a nearby flat surface, but the cord was too short for my needs.  With this Extension Cable I an place cam on suitable site and use the laptop without worrying about the cam falling off, or having to constantly be repositioned.  The cable can also be utilized with other peripheral devices that hook into USB connectors. Very useful device!",great accessory for webcan,1213142400,
5.0,,True,"05 24, 2008",A14JBDSWKPKTZA,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Bob Feeser,"Their isn't much you can say about a cord, but this one is well made, and it does what it is supposed to do. I have a keyboard, a Yamaha MM6 that I wanted to attach to my computer, so I can record through Cubase LE. I started tripping over the standard size cord, so I added this Belkin extension, and now it is safely tucked away. Sure beats having to replace the USB port in the computer from abuse. Belkin makes nice stuff, and this is one of those things that they make well. Highly recommended.",It's a Winner,1211587200,
5.0,,True,"05 9, 2008",A1K5H8RA39DKT4,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",DM,"This cable works well and is a good quality product, unlike other cheap cables which sometimes affect the USB transport. I recommend it.",Nice and fast,1210291200,
5.0,,False,"05 8, 2008",AR8ZHGF9LH7FB,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",J. Sells,"Works perfectly, and you can buy several for the cost of one charged at Radio Shack.",USB 6 ft. extension cable,1210204800,
5.0,,True,"04 29, 2008",A3CS14AV9JXPOV,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",P. Robert Maiden Mueller,"Just a simple extension cable for your USB device.  It does exactly that with no fuss.  Sturdy, as most Belkin products are, and reliable.",does exactly what it needs to,1209427200,
5.0,,True,"04 15, 2008",A3SXRG9TFJ41ZF,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Bryson Pierce,Always in need for a USB extension for some reason.  This cable works as described.,Works as needed,1208217600,
5.0,,True,"04 7, 2008",A1OU7JI6NKAYOF,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",C. Clark,"The USB extension cable works great.  I purchased four of these for my Xbox 360 and Rock Band and Guitar Hero games (I prefer the wired setup to the wireless).  The cables work just as you would expect.  No surprises here, but any surprise would mean bad things.",Great value,1207526400,
5.0,,True,"03 30, 2008",A3UBMWAQQZJBB3,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Reynold D. Garrido,Keep up the good work bringning items one can really afford. Specially on days economy troubles....Love it love it,Reynold D Garrido Says: This USB Cable is the best money can buy,1206835200,
5.0,,True,"03 22, 2008",AXABTEYS7A4A8,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",A. Garza,It is exactly as described. It works good & have not had any troubles with it.,Its A Cable and It Works,1206144000,
4.0,,False,"03 1, 2008",ARB3NFF55BCT7,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Stanley Edinger,"It was avery good price for the extension and works well.  I have two of them and no trouble with either of them,",Belkin extension,1204329600,
5.0,,True,"06 9, 2017",A2JC5M6AVFK3JQ,B00000J1TM,,Jared,"Great bands!  I bought two red ones for some resistance training on the barbell, these are a little smaller but with the right use you can get what you need.
I also bought a green band and I think this one is a little narrower than the standard green bands you see in the gym.  I wanted this to help my wife do pull-ups, and this does the trick!  She's pretty excited she can work her way up to unassisted pull-ups!","Great bands, I'll be buying more soon!",1496966400,
5.0,3,True,"02 8, 2008",AZFM7IM6ZEX2T,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",J. Lopez,"I use a Mac, and everyone knows Mac lovers keep their keyboards.  The one thing is that if you use a Mac keyboard, they have the shortest cord ever.  So I got this and it worked like a charm, giving me that extra distance between my Mac and my keyboard on my desk; keeping the wires off the top of my desk.",Handiest thing ever!,1202428800,
5.0,,False,"02 7, 2008",A2UBM2Y060XR7R,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Paul Jaekel,"I bought a couple of these to extend a few things farther away from my computer to crate more space. It works as it was indented to do. I never had any problems with it, just plug and play and your all set. Whats more great about this product is that its cheap. I bought 2 of these extension cables for a total of $5.",Great USB Extension Cable,1202342400,
5.0,,True,"01 25, 2008",A215SE0FJ3R2GI,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Tony G.,"I just recieved this cable, and it works great.  Like one of the other reviewers, I needed it to extend the USB hub for playing Rock Band on my XBOX360.  This cable works great, and now there is no risk of people yanking the cord out of the console while 'rocking out'.  I haven't tried it with any PC accessories, but as far as I can tell it maintains a solid connection without any issues.

For a price of less than $6 and a brand name like Belkin, you really can't go wrong with this cable if you are looking for a USB extension.  Highly recommended!","Excellent Cable, does what you need it to",1201219200,
4.0,,True,"01 18, 2008",A2GJEQR24ZYLPT,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",C. Byrum,It works and I was not limited where to place our printer. I am so glad Belkin makes it.,extension,1200614400,
2.0,4,True,"01 14, 2008",A2X7OZLHUKAAAT,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",D Williams,"Instead of the pictured Belkin cable, I got a flimsy generic cable.  Total and complete rip off.",False Advertising!,1200268800,
2.0,3,True,"01 6, 2008",A1G9M2OPIMZMN,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",WOC,"Cables work just fine, price seemed to be excellent, my own fault for not looking at the shipping since it was not an Amazon product. As much online shopping as I do, I just fell into a lull because I was shopping at Amazon.  $30.00 for a $5.00 pack of cables seems a bit out of line.  Assume the price is the bait and it's made up for with the shipping costs.  They did not hide it, my bad for not paying attention.","Good product price, excessive shipping charges.",1199577600,
5.0,,True,"05 31, 2017",A28REBUHICWSYM,B00000J1TM,,Inna,"Good quality resistance band, I bought it for my son. He uses it in a gym. It is exactly what he needs.",Good for my training!,1496188800,
5.0,,True,"05 23, 2017",ANBGPKKE19NWK,B00000J1TM,,Amazon Customer,Our dogs beg for these treats,Yummy,1495497600,
5.0,,True,"05 4, 2017",ASEOXV9HVRQNN,B00000J1TM,,Ron J. VanBenschoten,"good price, fast delivery.",Five Stars,1493856000,
5.0,,False,"12 17, 2007",A3S6DRGWJLVCB2,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Alic Stone,"I love this extension for my USB hub, I hated having my hub being connected to the computer and having to go through all that trouble just to plug a device in! Now with the extension, it is much more convenient.",Works as it should...,1197849600,
5.0,,True,"12 12, 2007",A3VL8YXEIBTP5G,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",J. Roberts,I bought this cord to extend the usb hub for Rock Band on my xbox 360 instead of buying the controler extentions and it worked great and saved me from buying 3 cords.,"works great, cheap solution",1197417600,
5.0,2,True,"11 14, 2007",A1CAGTNRSFHJNJ,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Joyce Anne Laird,"Works well, with no signal glitches. For an electronic device extension
cable that's a big deal.  It carries a good, strong signal.",Does the job,1194998400,
4.0,,True,"10 28, 2007",A36Z3EML39QNVK,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",The Yavuz Girls,"Was exactly what I needed, arrived in a somewhat timely fashion and I am completely satisfied.",Extension cable,1193529600,
1.0,2,True,"10 25, 2007",A1REOLG5QU1EFV,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",DS,"amazon list this as in stock i placed order 10/21/ and used 2nd day shipping its 10/29 and just shipped, Amazon upgraded shipping to next day, big help when it takes a week and a half to get order",never recieved it,1193270400,
5.0,,True,"09 16, 2007",A29CJQQHNW7WH7,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Parents who give many gifts,"Belkin seems to be proven winner at least for making connecting cable.  Great price, does what I want it to do, in this case connects my keyboard which is under the desk top on a slider, thru a rear cable portal/hole in the desktop to my computer.",yep it is an extension usb cable,1189900800,
5.0,,False,"08 16, 2007",A1N6FHJR60378F,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",House Centipede,It gets the job done. I've never had a Belkin product fail on me; not that there's much that could go wrong with such a simple device.,Good enough.,1187222400,
5.0,,True,"08 9, 2007",A2SZOQBR5IWD59,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Mark,"This is the best deal you are going to find for these extention cables, great quality.",Best deal out there.,1186617600,
4.0,2,False,"06 26, 2007",A6T5DS57A00ON,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Richard Yeager,"Belkin makes a great product. This is a great solution to those that need  a usb extension cord. Belkin products are good and reliable. This is a good buy as well because if you walk into comp usa or best buy, you are going to spend up to 30.00 dollars for the same cord of a different make.",Usb extension cord BELKIN,1182816000,
5.0,,True,"06 8, 2007",A19HKRB4LU5YR,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",DJ,A good quality cable at a reasonable price.  Works as advertised.,Works as advertised!,1181260800,
5.0,,True,"05 12, 2007",A3DZIDWH11X2BF,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",K. A. Anderson,The cables work great. I like the quality and I haven't had a problem with them at all. Thanks for a quality and fair priced product.,10 ft USB extension,1178928000,
5.0,,True,"04 23, 2017",A2AOI4480YYSYO,B00000J1TM,,Viktor,I love it! Thank you!,Five Stars,1492905600,
5.0,,False,"04 9, 2017",A2LPJIXG6CCTNO,B00000J1TM,,Laura Bergman,"I got Think Deck when it was on Kickstarter and I'm a huge fan! I've found the deck useful for exploring the next steps in my life, career, and relationships.

I first played Think Deck when I was considering a major career change and physical move. Going through the questions pushed me to realize and accept that it was indeed time for me to change my course. The questions are thoughtful and really push you to dig deeper. I like the mix of self reflection and optional sharing. Every time I've played it since,  people say how both helpful and fun it is to play. It's also a great way to get to know people better. Highly recommended!",Insightful and helpful game!,1491696000,
5.0,,True,"05 12, 2007",A3DZIDWH11X2BF,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",K. A. Anderson,"With the popularity of flash drives and the inconvient USB connections on most computers (in the back or in the front that requires lying on the floor to make the proper connection), a USB extension makes a lot of sense. This one fills the need splendidly.",USB cable review,1178928000,
4.0,2,False,"03 13, 2007",A25W0DUV5MI2U,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",B. Younglove,"Not monster cable type quality, but its solid and does the job. No lag in print time with both a 6' USB cable and 10' USB extension cable.",Good Product,1173744000,
5.0,,True,"02 22, 2007",A32PY9MW5928O5,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Mohamad A.,"Good cable, no drawbacks, works fine, clamps on firmly, not much to add here",Does what it advertises,1172102400,
5.0,4,True,"02 7, 2007",A2P1X6JP2QB33U,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Bonnie Blanchard,"The Belkin USB Extension Cable is just what I needed. I recently bought a little SanDisk to move stuff from my PC to my IMAC. I couldn't reach the USB port on the PC without getting down on the floor and turning the thing around. Now that I have the Belkin USB Extension Cable, I just keep it plugged into the back of the PC with the other end taped to the top of my desk. When I need to transfer files, I just have to plug the little portable disk into the USB Extension Cable which now sits right next to the PC monitor. Works for me.",Just Right,1170806400,
5.0,2,True,"01 27, 2007",A3O6UZVYTJY1S7,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Scott,The cord worked great. I needed a longer cable for my Logitec mouse. The cord fit on there prefectly.,USB CABLE EXTENSION FOR MOUSE CORD,1169856000,
5.0,,False,"01 14, 2007",AXEBNA04LCP0Z,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Loungefly04,The Belkin USB extension cable works exactly as I had envisioned it.  I would recommend this product to anyone who is looking for an extension cable for their computer peripherals.,Belkin F3U134-10 USB Extension Cable review,1168732800,
5.0,2,False,"01 11, 2007",A1WS82HEQC885M,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 6-Foot'}",Keith Erichsen,I did not have any USB ports on the front of my computer so this extension cable made it easy to transfer files to my usb drive and my media card reader.  The price was right and it the cable works everytime.,It's a USB cable,1168473600,
5.0,,True,"04 1, 2017",A2GPJR489OIH42,B00000J1TM,,sb-lynn,"I have a young maltipoo who loves toys. This is the first dog I've ever had who has liked toys this much. A little under a year ago we got him the Mr. Moose (that's what we call it) from the above collection. He loved it so much he took it to his crate at night. I even bought him a second one a few months later in case the first Mr. Moose met with foul play.

Well, when I saw this collection of three Kong toys (including yet a third Mr. Moose) I went for it. We intended to give him one toy at a time, but he got into the doggy box and pulled out all three and he was in doggy heaven.

I don't know whether it's the size, the shapes, the smells, or what it is about these Kong toys, but they are just so terrific. He wrestles with them and chews on them and  we play catch with them as well,  and they really take a beating and keep on ticking. He loves them all (though Mr. Moose is probably still the favorite with the alligator a close second.)

I cannot recommend them enough. Our Vinnie is a small dog but he chews and abuses these toys all day and like I said, he's had the Kong Moose for well over 8 months and hasn't torn through it yet. Perhaps for a bigger dog that might be a problem, but these Kong toys are so sturdy they're the only ones I really feel comfortable leaving him with in his crate at night.

Highly recommended. OBVIOUSLY.",My maltipoo is in love with these toys.,1491004800,
5.0,,True,"03 31, 2017",A1TPRQ9O8COZE3,B00000J1TM,,kenalexruss,Perfect!,Five Stars,1490918400,
